,distances,rewards,steps
9305,0.601190149784,-0.000162965934806,4213.0
9306,0.601190149784,-0.000162965934806,4214.0
9307,0.601190149784,-0.000162965934806,4215.0
9308,0.601190149784,-0.000162965934806,4216.0
9309,0.601190149784,-0.000162965934806,4217.0
9310,0.601190149784,-0.000162965934806,4218.0
9311,0.601190149784,-0.000162965934806,4219.0
9312,0.601190149784,-0.000162965934806,4220.0
9313,0.601190149784,-0.000162965934806,4221.0
9314,0.601190149784,-0.000162965934806,4222.0
9315,0.601190149784,-0.000162965934806,4223.0
9316,0.601190149784,-0.000162965934806,4224.0
9317,0.601190149784,-0.000162965934806,4225.0
9318,0.601190149784,-0.000162965934806,4226.0
9319,0.593678593636,-0.000156933417632,4227.0
9320,0.574232578278,-0.000142011903031,4228.0
9321,0.562795162201,-0.000133694127122,4229.0
9322,0.56562769413,-0.00013572294004,4230.0
9323,0.560490369797,-0.000132058308,4231.0
9324,0.54954713583,-0.000124473273048,4232.0
9325,0.553533136845,-0.000127201472125,4233.0
9326,0.553533136845,-0.000127201472125,4234.0
9327,0.553533136845,-0.000127201472125,4235.0
9328,0.553533136845,-0.000127201472125,4236.0
9329,0.553533136845,-0.000127201472125,4237.0
9330,0.553533136845,-0.000127201472125,4238.0
9331,0.529867589474,-0.000111574084143,4239.0
9332,0.542511165142,-0.000119753249056,4240.0
9333,0.538072705269,-0.000116838009633,4241.0
9334,0.523905098438,-0.000107849748813,4242.0
9335,0.523492872715,-0.000107595369907,4243.0
9336,0.525409579277,-0.000108781545111,4244.0
9337,0.536843061447,-0.000116038818025,4245.0
9338,0.536843061447,-0.000116038818025,4246.0
9339,0.536843061447,-0.000116038818025,4247.0
9340,0.536843061447,-0.000116038818025,4248.0
9341,0.536843061447,-0.000116038818025,4249.0
9342,0.536843061447,-0.000116038818025,4250.0
9343,0.536843061447,-0.000116038818025,4251.0
9344,0.544469177723,-0.000121054562316,4252.0
9345,0.546801805496,-0.000122617112036,4253.0
9346,0.554180085659,-0.000127647998562,4254.0
9347,0.580766558647,-0.000146914975412,4255.0
9348,0.587498664856,-0.000152083435784,4256.0
9349,0.597373127937,-0.000159881535651,4257.0
9350,0.606490254402,-0.000167314177702,4258.0
9351,0.619338393211,-0.000178174386696,4259.0
